PSID Gene Module kTotal kWithin kOut kDiff rank
AC092639.1 AC092639.1 darkred 36.421140390055 18.3560772308228 18.0650631592322 0.291014071590631 1
RPS29P9 RPS29P9 darkred 36.1083335439411 17.2602111804025 18.8481223635386 -1.58791118313615 2
MTCYBP8 MTCYBP8 darkred 34.309200696071 15.5104487607451 18.7987519353259 -3.2883031745808 3
RNU6-1097P RNU6-1097P darkred 31.7814136141041 15.0093945261028 16.7720190880013 -1.76262456189844 4
RPPH1-2P RPPH1-2P darkred 28.759878487764 12.854558190119 15.905320297645 -3.05076210752596 5
RNU6-996P RNU6-996P darkred 28.9671654565762 11.7053552060832 17.261810250493 -5.55645504440975 6
MTND3P19 MTND3P19 darkred 29.4620188155357 11.5495089674252 17.9125098481105 -6.36300088068538 7
AL591704.1 AL591704.1 darkred 31.0574015959234 10.8076995054977 20.2497020904257 -9.442002584928 8
RNY4P28 RNY4P28 darkred 25.6720934032387 10.7762623615683 14.8958310416704 -4.11956868010208 9
AC009902.1 AC009902.1 darkred 24.3892281321717 10.3396257633151 14.0496023688567 -3.7099766055416 10
RN7SL210P RN7SL210P darkred 26.0413776174749 10.2071555137872 15.8342221036877 -5.62706658990044 11
AL592464.2 AL592464.2 darkred 25.6782973447129 10.1629048695715 15.5153924751414 -5.35248760556992 12
AL357080.1 AL357080.1 darkred 26.4539074858657 9.82567433854466 16.6282331473211 -6.80255880877639 13
RNA5SP279 RNA5SP279 darkred 27.4017644745082 9.48056561591596 17.9211988585923 -8.4406332426763 14
RNU6-500P RNU6-500P darkred 26.7750986201671 9.38407944907506 17.391019171092 -8.00693972201697 15
RNU6ATAC41P RNU6ATAC41P darkred 24.2693995648531 9.35281749808851 14.9165820667646 -5.56376456867611 16
AL590240.3 AL590240.3 darkred 25.3603508288527 9.26154437741629 16.0988064514364 -6.83726207402016 17
RN7SL480P RN7SL480P darkred 22.7216408290544 9.03234127751312 13.6892995515413 -4.65695827402817 18
RNU1-89P RNU1-89P darkred 24.5112103705658 8.95533847787586 15.5558718926899 -6.60053341481406 19
IGHVII-28-1 IGHVII-28-1 darkred 23.3898506068363 8.71121187744797 14.6786387293884 -5.96742685194039 20
AL139415.2 AL139415.2 darkred 23.6986343075399 8.28816283818216 15.4104714693578 -7.12230863117559 21
RNU2-56P RNU2-56P darkred 21.8500328297035 7.57209156395448 14.277941265749 -6.7058497017945 22
MIR7154 MIR7154 darkred 20.3042297420384 7.56871261430825 12.7355171277302 -5.16680451342191 23
RN7SL60P RN7SL60P darkred 31.8687219978606 7.40506972571509 24.4636522721455 -17.0585825464304 24
RPL9P31 RPL9P31 darkred 26.0554897447335 7.39249703179055 18.6629927129429 -11.2704956811524 25
AC021146.6 AC021146.6 darkred 22.7740932171857 7.37810514419404 15.3959880729916 -8.01788292879761 26
RNA5SP24 RNA5SP24 darkred 23.7352250867179 7.28626892204621 16.4489561646717 -9.16268724262545 27
AC011712.1 AC011712.1 darkred 25.227535521596 7.28528058083567 17.9422549407604 -10.6569743599247 28
AC091912.2 AC091912.2 darkred 21.7028842929751 7.24486096552773 14.4580233274474 -7.21316236191969 29
AL133457.1 AL133457.1 darkred 23.7353988275169 7.1744125490756 16.5609862784413 -9.38657372936575 30
AC006499.8 AC006499.8 darkred 21.2666991491917 7.17367933901546 14.0930198101762 -6.91934047116077 31
RNA5SP486 RNA5SP486 darkred 20.9094259030263 7.1502120098204 13.7592138932059 -6.60900188338547 32
LINC02358 LINC02358 darkred 28.8405594102185 6.75778909275345 22.082770317465 -15.3249812247116 33
AC105031.1 AC105031.1 darkred 19.5655743849148 6.74346378263811 12.8221106022767 -6.07864681963863 34
PRR13P7 PRR13P7 darkred 20.6702105396691 6.66909897085683 14.0011115688122 -7.33201259795542 35
RF00591 RF00591 darkred 20.0316484434076 6.62474161586045 13.4069068275472 -6.78216521168671 36
RN7SL290P RN7SL290P darkred 20.5304349812777 6.59433853202531 13.9360964492524 -7.34175791722708 37
RNA5SP443 RNA5SP443 darkred 20.220122360605 6.55995366537209 13.660168695233 -7.10021502986086 38
Z98751.1 Z98751.1 darkred 19.9887549660147 6.47693508709736 13.5118198789174 -7.03488479182002 39
