PSID Gene Module kTotal kWithin kOut kDiff rank
LRRC77P LRRC77P sienna3 16.0453679396791 3.91258404738094 12.1327838922981 -8.2201998449172 1
AL020994.2 AL020994.2 sienna3 15.0123022053193 3.8480307311946 11.1642714741247 -7.3162407429301 2
HTR2C HTR2C sienna3 15.824449015848 3.80834345830102 12.016105557547 -8.20776209924594 3
ANO3 ANO3 sienna3 14.1133018396537 3.23950016790367 10.87380167175 -7.63430150384631 4
LINC02137 LINC02137 sienna3 15.3837164817121 3.22281075384994 12.1609057278622 -8.93809497401224 5
SLC5A7 SLC5A7 sienna3 15.5434018204405 3.21268166079777 12.3307201596428 -9.11803849884501 6
LINC01621 LINC01621 sienna3 15.6203545528562 2.62683031410439 12.9935242387518 -10.3666939246474 7
LINC02304 LINC02304 sienna3 14.3351846612844 2.39922316545572 11.9359614958286 -9.53673833037293 8
AC079097.1 AC079097.1 sienna3 16.7183138538539 2.01228679980851 14.7060270540454 -12.6937402542369 9
C11orf16 C11orf16 sienna3 12.545914555527 1.96254986137669 10.5833646941503 -8.62081483277366 10
KCNJ1 KCNJ1 sienna3 13.3111228939945 1.95198467231444 11.35913822168 -9.4071535493656 11
TMBIM7P TMBIM7P sienna3 15.2465753377682 1.72460383050423 13.521971507264 -11.7973676767597 12
AC134026.1 AC134026.1 sienna3 11.924361334372 1.7009882420127 10.2233730923593 -8.52238485034656 13
LINC00330 LINC00330 sienna3 15.1534143247837 1.67043680975015 13.4829775150336 -11.8125407052834 14
AC078905.1 AC078905.1 sienna3 15.5699298654948 1.57691998030837 13.9930098851864 -12.416089904878 15
AL353747.4 AL353747.4 sienna3 12.4291859275286 1.52340244187306 10.9057834856556 -9.38238104378252 16
GSTA3 GSTA3 sienna3 14.9929936044782 1.41585755695618 13.577136047522 -12.1612784905659 17
LINC01735 LINC01735 sienna3 15.3370365495956 1.4037133276068 13.9333232219888 -12.529609894382 18
SYNDIG1L SYNDIG1L sienna3 11.5949896601726 1.37798038700537 10.2170092731672 -8.83902888616183 19
AC128709.3 AC128709.3 sienna3 14.4189624120608 1.30542871995212 13.1135336921086 -11.8081049721565 20
RPS6P7 RPS6P7 sienna3 13.829274513735 1.23952911903056 12.5897453947045 -11.3502162756739 21
CYP2C61P CYP2C61P sienna3 11.3695703903519 1.14209354441209 10.2274768459398 -9.08538330152773 22
