PSID Gene Module kTotal kWithin kOut kDiff rank
KCNJ15 KCNJ15 saddlebrown 15.2962618824632 3.93771491733489 11.3585469651283 -7.42083204779342 1
CEACAM3 CEACAM3 saddlebrown 14.2331601778144 3.8003725852415 10.4327875925729 -6.63241500733139 2
ADGRE3 ADGRE3 saddlebrown 15.5132259174929 3.4148010012912 12.0984249162017 -8.68362391491047 3
ADGRG3 ADGRG3 saddlebrown 14.0890641504466 3.09298218333333 10.9960819671132 -7.90309978377991 4
APOBEC3A APOBEC3A saddlebrown 13.4263258957014 2.75100471440315 10.6753211812983 -7.92431646689511 5
HAL HAL saddlebrown 13.4665756881838 2.55116326400161 10.9154124241822 -8.36424916018058 6
MIR3945HG MIR3945HG saddlebrown 13.110942758633 2.3338413871988 10.7771013714342 -8.4432599842354 7
CD177 CD177 saddlebrown 13.1874974883369 2.30205266081746 10.8854448275194 -8.58339216670196 8
IL18RAP IL18RAP saddlebrown 12.7011772392016 2.19040074473153 10.51077649447 -8.32037574973849 9
TREML2 TREML2 saddlebrown 13.0564344185671 2.13095566302334 10.9254787555438 -8.79452309252042 10
CXCR2 CXCR2 saddlebrown 12.0649830944816 2.08390832500526 9.98107476947634 -7.89716644447108 11
CXCR1 CXCR1 saddlebrown 11.9038611153141 2.02060047424807 9.88326064106603 -7.86266016681796 12
RHOH RHOH saddlebrown 12.7518582467455 1.98841943503773 10.7634388117078 -8.77501937667005 13
LIPN LIPN saddlebrown 14.5752638493714 1.84104550022861 12.7342183491428 -10.8931728489142 14
AC099489.1 AC099489.1 saddlebrown 12.9505460848766 1.67311111228214 11.2774349725944 -9.60432386031228 15
LINC00243 LINC00243 saddlebrown 12.3239482436029 1.66210527785322 10.6618429657497 -8.99973768789645 16
BTNL8 BTNL8 saddlebrown 14.0359549300149 1.66169548650286 12.374259443512 -10.7125639570092 17
LINC01093 LINC01093 saddlebrown 13.5922721192764 1.59920517100902 11.9930669482674 -10.3938617772584 18
VNN3 VNN3 saddlebrown 12.3592539735339 1.58710583829595 10.772148135238 -9.18504229694202 19
CLEC4D CLEC4D saddlebrown 13.6063100944675 1.47256537764871 12.1337447168188 -10.6611793391701 20
AC034199.1 AC034199.1 saddlebrown 11.9696855973946 1.43647237552194 10.5332132218727 -9.09674084635076 21
CMTM2 CMTM2 saddlebrown 12.2344502917673 1.39706927819402 10.8373810135733 -9.44031173537923 22
MCEMP1 MCEMP1 saddlebrown 11.4372251042789 1.35748218776925 10.0797429165097 -8.72226072874045 23
LEP LEP saddlebrown 11.5461020268187 1.35701747297576 10.1890845538429 -8.83206708086719 24
AC007342.3 AC007342.3 saddlebrown 14.3372109422586 1.33665610413629 13.0005548381223 -11.6638987339861 25
IL1R2 IL1R2 saddlebrown 11.4038497365007 1.33385811775518 10.0699916187455 -8.73613350099037 26
CCL20 CCL20 saddlebrown 11.5152425045519 1.23634147097114 10.2789010335808 -9.04255956260964 27
AL391832.2 AL391832.2 saddlebrown 12.0210295843902 1.22304087357092 10.7979887108193 -9.57494783724837 28
CSF3R CSF3R saddlebrown 11.6666767823911 1.14199990890947 10.5246768734817 -9.3826769645722 29
HCAR3 HCAR3 saddlebrown 10.4907225004557 1.11402641354415 9.37669608691157 -8.26266967336742 30
IL18R1 IL18R1 saddlebrown 11.4686116593245 1.10706565186933 10.3615460074551 -9.25448035558581 31
FCGR3B FCGR3B saddlebrown 10.9468376178996 1.07900422664983 9.86783339124979 -8.78882916459996 32
MEFV MEFV saddlebrown 11.197529058094 1.06914544474883 10.1283836133451 -9.05923816859631 33
AC245884.2 AC245884.2 saddlebrown 14.1876712437818 1.05308623870029 13.1345850050815 -12.0814987663812 34
S100P S100P saddlebrown 11.673611318265 1.05298068941333 10.6206306288516 -9.56764993943831 35
AC239584.1 AC239584.1 saddlebrown 11.4714855371689 1.00445904954241 10.4670264876265 -9.46256743808412 36
AC005392.3 AC005392.3 saddlebrown 11.9528504380668 0.973947432331682 10.9789030057351 -10.0049555734034 37
LINC00313 LINC00313 saddlebrown 12.2092636357264 0.973359346811688 11.2359042889147 -10.262544942103 38
SLC5A10 SLC5A10 saddlebrown 14.2381666577334 0.952600007147627 13.2855666505858 -12.3329666434382 39
FFAR2 FFAR2 saddlebrown 11.9221399428189 0.919968484707138 11.0021714581117 -10.0822029734046 40
TGM3 TGM3 saddlebrown 13.4545829946878 0.917363160954684 12.5372198337332 -11.6198566727785 41
AC003092.1 AC003092.1 saddlebrown 12.1668346696856 0.888510908280534 11.2783237614051 -10.3898128531246 42
CXCL6 CXCL6 saddlebrown 11.2194641148892 0.886834881226103 10.3326292336631 -9.44579435243696 43
ORM1 ORM1 saddlebrown 11.217333550368 0.857269244901226 10.3600643054668 -9.50279506056559 44
MMP8 MMP8 saddlebrown 10.904462819454 0.833710715261204 10.0707521041928 -9.23704138893158 45
LILRA5 LILRA5 saddlebrown 11.0153636338814 0.831326231034081 10.1840374028473 -9.35271117181326 46
IL36RN IL36RN saddlebrown 11.4972306736618 0.827059160772376 10.6701715128894 -9.84311235211706 47
S100A12 S100A12 saddlebrown 10.0634872086016 0.821162952037543 9.2423242565641 -8.42116130452656 48
KLKP1 KLKP1 saddlebrown 11.6596538342524 0.809971265366196 10.8496825688862 -10.03971130352 49
GK GK saddlebrown 11.3517447867866 0.801412890978424 10.5503318958082 -9.74891900482975 50
VDR VDR saddlebrown 11.8886707906356 0.774370696213735 11.1143000944219 -10.3399293982082 51
AC005392.2 AC005392.2 saddlebrown 11.7260604601434 0.743102334101598 10.9829581260418 -10.2398557919402 52
LCN2 LCN2 saddlebrown 10.5422208273805 0.735306212451525 9.80691461492899 -9.07160840247746 53
PROK2 PROK2 saddlebrown 12.2173362967692 0.728698505354937 11.4886377914143 -10.7599392860593 54
