PSID Gene Module kTotal kWithin kOut kDiff rank
AC078776.2 AC078776.2 darkmagenta 17.6680310895851 4.51944217803072 13.1485889115544 -8.62914673352364 1
AC107016.2 AC107016.2 darkmagenta 14.5224805424017 3.98408010140841 10.5384004409933 -6.55432033958491 2
IGHVII-74-1 IGHVII-74-1 darkmagenta 14.0440123120009 3.3324561430444 10.7115561689565 -7.37910002591214 3
AC117522.2 AC117522.2 darkmagenta 16.5061885346394 3.13490618518729 13.3712823494521 -10.2363761642648 4
AL358612.1 AL358612.1 darkmagenta 15.6102583860023 3.03865209961053 12.5716062863918 -9.53295418678127 5
AP003171.3 AP003171.3 darkmagenta 17.5011883444904 2.81918030840388 14.6820080360866 -11.8628277276827 6
AC024681.2 AC024681.2 darkmagenta 14.3974558671702 2.74066843956905 11.6567874276011 -8.91611898803206 7
RN7SKP229 RN7SKP229 darkmagenta 14.5898789132498 2.65948361168755 11.9303953015622 -9.27091168987467 8
DNAJB5P1 DNAJB5P1 darkmagenta 12.3475334856619 2.58830519517777 9.75922829048414 -7.17092309530637 9
AC116353.3 AC116353.3 darkmagenta 13.8525370100933 2.5255664727156 11.3269705373777 -8.80140406466212 10
RNU6-1134P RNU6-1134P darkmagenta 13.4693352026225 2.45762816728235 11.0117070353402 -8.55407886805785 11
AC012451.1 AC012451.1 darkmagenta 17.5479551274236 2.37305386208561 15.174901265338 -12.8018474032524 12
AP000345.1 AP000345.1 darkmagenta 13.5291837776287 2.33352881371022 11.1956549639184 -8.86212615020822 13
AC126177.3 AC126177.3 darkmagenta 14.9912197420189 2.32123759388819 12.6699821481307 -10.3487445542425 14
RNU1-14P RNU1-14P darkmagenta 17.8969840169449 2.25233734915137 15.6446466677936 -13.3923093186422 15
PMIS2 PMIS2 darkmagenta 12.1137062542735 2.22494011275994 9.88876614151357 -7.66382602875363 16
FAM60DP FAM60DP darkmagenta 14.2531119230651 2.12331180574591 12.1298001173192 -10.0064883115732 17
RNU6-1114P RNU6-1114P darkmagenta 13.3866722111926 2.09695182666715 11.2897203845255 -9.19276855785833 18
LINC00701 LINC00701 darkmagenta 13.541308639471 1.98314299004774 11.5581656494233 -9.57502265937554 19
RNU1-139P RNU1-139P darkmagenta 15.0782020892275 1.92114379637728 13.1570582928503 -11.235914496473 20
AC008938.1 AC008938.1 darkmagenta 15.5953991351479 1.87575395030979 13.7196451848381 -11.8438912345283 21
AL390061.1 AL390061.1 darkmagenta 17.2524721571328 1.87107209285726 15.3814000642755 -13.5103279714183 22
RNU7-137P RNU7-137P darkmagenta 14.6173701823765 1.85590586811177 12.7614643142647 -10.9055584461529 23
AC008785.1 AC008785.1 darkmagenta 13.5088127202457 1.80929926633711 11.6995134539086 -9.89021418757148 24
AC025857.1 AC025857.1 darkmagenta 11.405473789146 1.76125401375926 9.64421977538675 -7.88296576162749 25
CNOT4P1 CNOT4P1 darkmagenta 13.6465473995179 1.73605457910439 11.9104928204135 -10.1744382413091 26
VN1R74P VN1R74P darkmagenta 14.3298875600653 1.68308025808106 12.6468073019843 -10.9637270439032 27
LINC01862 LINC01862 darkmagenta 15.3373378888347 1.673891580824 13.6634463080107 -11.9895547271867 28
AP003555.1 AP003555.1 darkmagenta 15.5830893925499 1.58671502696239 13.9963743655875 -12.4096593386251 29
AC107208.1 AC107208.1 darkmagenta 12.1733977944286 1.58104091528567 10.592356879143 -9.0113159638573 30
AL132796.2 AL132796.2 darkmagenta 13.984864212721 1.57313295268979 12.4117312600312 -10.8385983073414 31
RN7SL51P RN7SL51P darkmagenta 11.5552457380561 1.56056436137421 9.99468137668187 -8.43411701530766 32
RPS15AP5 RPS15AP5 darkmagenta 11.2881145483582 1.52967226225572 9.75844228610246 -8.22877002384674 33
AC068898.1 AC068898.1 darkmagenta 14.5953002057629 1.52332752510696 13.0719726806559 -11.548645155549 34
AC093801.2 AC093801.2 darkmagenta 13.24581169349 1.50946590027052 11.7363457932195 -10.226879892949 35
AC019129.1 AC019129.1 darkmagenta 12.6884486832903 1.46891097064915 11.2195377126412 -9.750626741992 36
AL365503.1 AL365503.1 darkmagenta 13.3120484352782 1.46541184956236 11.8466365857159 -10.3812247361535 37
MTND4P31 MTND4P31 darkmagenta 14.2657688400644 1.45823104799527 12.8075377920691 -11.3493067440739 38
HMGN2P32 HMGN2P32 darkmagenta 12.6175853051109 1.44360380668255 11.1739814984283 -9.73037769174578 39
RNU6-276P RNU6-276P darkmagenta 14.7571195559945 1.44297674315804 13.3141428128365 -11.8711660696784 40
RNU6-1122P RNU6-1122P darkmagenta 13.1967619777513 1.42748102015838 11.7692809575929 -10.3417999374345 41
TEX51 TEX51 darkmagenta 12.988330266765 1.42371509088581 11.5646151758792 -10.1409000849933 42
AC046144.1 AC046144.1 darkmagenta 13.9528023470206 1.38633394234552 12.5664684046751 -11.1801344623295 43
RNU6-990P RNU6-990P darkmagenta 13.0595557743413 1.36604384649844 11.6935119278429 -10.3274680813445 44
AP000942.4 AP000942.4 darkmagenta 11.2121446875588 1.33525607255466 9.87688861500419 -8.54163254244953 45
RNU2-49P RNU2-49P darkmagenta 12.1439249233938 1.33185128269271 10.8120736407011 -9.48022235800837 46
AP001324.2 AP001324.2 darkmagenta 12.8152783629938 1.33002608692236 11.4852522760714 -10.155226189149 47
AC243829.5 AC243829.5 darkmagenta 13.6513344674607 1.32738705325393 12.3239474142067 -10.9965603609528 48
CA5AP1 CA5AP1 darkmagenta 16.5071620080282 1.3205699897828 15.1865920182454 -13.8660220284626 49
AC023491.2 AC023491.2 darkmagenta 12.1560787492376 1.27854434248165 10.877534406756 -9.5989900642743 50
UQCRFS1P2 UQCRFS1P2 darkmagenta 16.4434933422678 1.27600511888855 15.1674882233793 -13.8914831044907 51
PRELID3BP1 PRELID3BP1 darkmagenta 11.7114354081626 1.26337757262866 10.4480578355339 -9.18468026290527 52
AC131935.2 AC131935.2 darkmagenta 12.2751932379129 1.26321623178164 11.0119770061313 -9.74876077434966 53
AC104843.1 AC104843.1 darkmagenta 12.2289089570282 1.25714295365599 10.9717660033722 -9.71462304971624 54
UBE2V1P5 UBE2V1P5 darkmagenta 12.5934409723406 1.22364453869126 11.3697964336493 -10.1461518949581 55
GCSHP2 GCSHP2 darkmagenta 11.9580000627186 1.21185377029651 10.7461462924221 -9.53429252212562 56
AL136363.1 AL136363.1 darkmagenta 12.4948006902215 1.21170479752061 11.2830958927009 -10.0713910951802 57
LINC02570 LINC02570 darkmagenta 14.4202973568512 1.19999609518038 13.2203012616708 -12.0203051664904 58
AC006967.3 AC006967.3 darkmagenta 13.9066174426143 1.19961341317637 12.7070040294379 -11.5073906162616 59
RNU1-55P RNU1-55P darkmagenta 12.6521196115536 1.18748338568091 11.4646362258727 -10.2771528401918 60
RPL35AP30 RPL35AP30 darkmagenta 11.4401097324341 1.17029410206062 10.2698156303735 -9.09952152831286 61
RNU6-1064P RNU6-1064P darkmagenta 11.8854776718133 1.155696238667 10.7297814331463 -9.57408519447932 62
RNA5SP503 RNA5SP503 darkmagenta 12.1638484226422 1.15351453868794 11.0103338839542 -9.85681934526631 63
RF00273 RF00273 darkmagenta 11.2417361703794 1.14031677020284 10.1014194001765 -8.96110262997368 64
RF00568 RF00568 darkmagenta 12.852441900458 1.1077677519005 11.7446741485575 -10.636906396657 65
AC211433.3 AC211433.3 darkmagenta 12.2448156639066 1.09459197784608 11.1502236860605 -10.0556317082144 66
OR7E55P OR7E55P darkmagenta 11.0013879648338 1.09166043382145 9.90972753101238 -8.81806709719093 67
VN1R9P VN1R9P darkmagenta 10.9172294810579 1.07857089855072 9.83865858250716 -8.76008768395644 68
AC080080.2 AC080080.2 darkmagenta 12.1117091857635 1.07358908669312 11.0381200990704 -9.96453101237725 69
LINC02552 LINC02552 darkmagenta 11.5243361082024 1.06243378461793 10.4619023235845 -9.39946853896654 70
AL137845.1 AL137845.1 darkmagenta 11.248571810174 1.0491127614355 10.1994590487385 -9.15034628730303 71
RNU6-557P RNU6-557P darkmagenta 11.6577442265434 1.02296613522953 10.6347780913138 -9.61181195608431 72
RPS27AP1 RPS27AP1 darkmagenta 10.2501117898674 1.02080761373844 9.22930417612901 -8.20849656239057 73
RNU1-17P RNU1-17P darkmagenta 13.0514235211857 1.00700897409345 12.0444145470922 -11.0374055729988 74
AC243972.1 AC243972.1 darkmagenta 10.9198741597553 0.996582347807777 9.92329181194753 -8.92670946413975 75
RNU7-197P RNU7-197P darkmagenta 11.3991394256967 0.99531801258767 10.4038214131091 -9.40850340052138 76
UBTFL7 UBTFL7 darkmagenta 13.564349899425 0.980029274635307 12.5843206247897 -11.6042913501544 77
AL121901.1 AL121901.1 darkmagenta 15.4516528243208 0.977704445990879 14.4739483783299 -13.496243932339 78
AP003385.1 AP003385.1 darkmagenta 11.0580882177501 0.973646623329813 10.0844415944203 -9.11079497109048 79
RAB28P1 RAB28P1 darkmagenta 12.2321699725373 0.944997026797744 11.2871729457396 -10.3421759189419 80
LINC00929 LINC00929 darkmagenta 16.072461106589 0.928024456434263 15.1444366501547 -14.2164121937204 81
AC005303.1 AC005303.1 darkmagenta 12.5611963825939 0.914000337178029 11.6471960454158 -10.7331957082378 82
RNA5SP378 RNA5SP378 darkmagenta 10.1908621200614 0.908743579862095 9.28211854019927 -8.37337496033717 83
RN7SL197P RN7SL197P darkmagenta 12.0845581677221 0.899237252965392 11.1853209147567 -10.2860836617913 84
RNU6-793P RNU6-793P darkmagenta 12.0864042064669 0.891000915602907 11.195403290864 -10.3044023752611 85
COX6CP7 COX6CP7 darkmagenta 10.2798351575141 0.888445571496954 9.39138958601718 -8.50294401452022 86
LINC00363 LINC00363 darkmagenta 13.7292611249241 0.864908820558991 12.8643523043651 -11.9994434838062 87
AC011498.5 AC011498.5 darkmagenta 10.4591038146677 0.851962437128209 9.60714137753945 -8.75517894041124 88
AL731533.1 AL731533.1 darkmagenta 12.2453095198062 0.838959770811148 11.406349748995 -10.5673899781839 89
FO393401.2 FO393401.2 darkmagenta 15.0729861689685 0.818991375968224 14.2539947930003 -13.4350034170321 90
AC105105.5 AC105105.5 darkmagenta 11.5530163876432 0.804172466931811 10.7488439207114 -9.94467145377955 91
ZNF101P1 ZNF101P1 darkmagenta 11.6068441579197 0.801174746715436 10.8056694112042 -10.0044946644888 92
AC021242.1 AC021242.1 darkmagenta 14.610502605955 0.780784083287926 13.8297185226671 -13.0489344393791 93
AC008834.1 AC008834.1 darkmagenta 11.4380525167949 0.773318706482037 10.6647338103128 -9.89141510383078 94
RPL17P34 RPL17P34 darkmagenta 12.5979858042545 0.770784756866594 11.8272010473879 -11.0564162905213 95
RPSAP48 RPSAP48 darkmagenta 12.4057042904673 0.769668056856098 11.6360362336112 -10.8663681767551 96
AC093852.1 AC093852.1 darkmagenta 9.66896990240689 0.765877776124982 8.90309212628191 -8.13721435015693 97
AP005264.1 AP005264.1 darkmagenta 10.0234023792538 0.75905693085529 9.26434544839847 -8.50528851754318 98
AC015911.9 AC015911.9 darkmagenta 11.1277226962571 0.750680648002052 10.3770420482551 -9.62636140025303 99
AC072046.1 AC072046.1 darkmagenta 11.5535327583438 0.749504537924936 10.8040282204189 -10.0545236824939 100
RNU6-75P RNU6-75P darkmagenta 12.4987887531403 0.739960443817506 11.7588283093228 -11.0188678655053 101
AL031713.1 AL031713.1 darkmagenta 10.5274748445983 0.738109009658845 9.78936583493942 -9.05125682528057 102
RPL23AP48 RPL23AP48 darkmagenta 11.9809665528764 0.729464999289047 11.2515015535874 -10.5220365542983 103
AC092170.1 AC092170.1 darkmagenta 12.0989851913531 0.72499149665569 11.3739936946974 -10.6490021980417 104
AC092660.1 AC092660.1 darkmagenta 11.057753242463 0.713221288069785 10.3445319543932 -9.63131066632343 105
TAAR7P TAAR7P darkmagenta 12.8919474252567 0.711422522993307 12.1805249022634 -11.4691023792701 106
OR2T2 OR2T2 darkmagenta 15.0000797332754 0.704056826635698 14.2960229066397 -13.591966080004 107
RNU6-1183P RNU6-1183P darkmagenta 9.87469503809423 0.701797270456079 9.17289776763815 -8.47110049718207 108
AC090227.2 AC090227.2 darkmagenta 11.5280647034432 0.690115984888941 10.8379487185543 -10.1478327336653 109
Z85994.2 Z85994.2 darkmagenta 13.4480921475469 0.679773873598554 12.7683182739484 -12.0885444003498 110
AL031598.1 AL031598.1 darkmagenta 10.1627862313222 0.661302934366107 9.50148329695609 -8.84018036258999 111
AC005520.4 AC005520.4 darkmagenta 11.4060785453176 0.653280155196876 10.7527983901207 -10.0995182349238 112
AC005703.5 AC005703.5 darkmagenta 10.8631670909424 0.652149082376535 10.2110180085658 -9.5588689261893 113
LINC02216 LINC02216 darkmagenta 12.8005874718467 0.642256290695974 12.1583311811508 -11.5160748904548 114
RN7SL323P RN7SL323P darkmagenta 14.3357544596694 0.630809464847894 13.7049449948215 -13.0741355299736 115
LUZP4P1 LUZP4P1 darkmagenta 10.957131326277 0.622022495885778 10.3351088303913 -9.71308633450549 116
AL024474.1 AL024474.1 darkmagenta 11.376342601085 0.620175399833549 10.7561672012514 -10.1359918014179 117
RNU6-497P RNU6-497P darkmagenta 10.5531970078336 0.615155890092201 9.93804111774142 -9.32288522764922 118
RN7SL499P RN7SL499P darkmagenta 12.012467051812 0.602777968970018 11.4096890828419 -10.8069111138719 119
AL359265.2 AL359265.2 darkmagenta 9.95108034162354 0.598366157387803 9.35271418423574 -8.75434802684794 120
LINC01737 LINC01737 darkmagenta 13.555605885847 0.598324687766722 12.9572811980803 -12.3589565103136 121
AL035420.2 AL035420.2 darkmagenta 10.6288785166589 0.596538084063705 10.0323404325952 -9.4358023485315 122
RPS26P56 RPS26P56 darkmagenta 13.4750479693751 0.592754311516134 12.882293657859 -12.2895393463428 123
MIR8059 MIR8059 darkmagenta 9.87861893156386 0.586033621276147 9.29258531028772 -8.70655168901157 124
HSPE1P7 HSPE1P7 darkmagenta 11.4379484611575 0.584845251970137 10.8531032091874 -10.2682579572173 125
ACER1 ACER1 darkmagenta 13.0058531803466 0.582377977384427 12.4234752029622 -11.8410972255778 126
AP000812.1 AP000812.1 darkmagenta 13.1164696767919 0.578003813472287 12.5384658633196 -11.9604620498473 127
